"date","time","from","sender name","sender lat","sender long","rx lat","rx long","rx elevation","rx snr","distance(m)","hop limit","payload","rssi"
"2026-05-01","16:18:59","2666525604","Meshtastic f3a4","63.4089123","10.4310084","63.420751599999996","10.252385","0","6.75","8986","3","1",""
"2026-05-01","16:19:02","2666525604","Meshtastic f3a4","63.4089123","10.4310084","63.420751599999996","10.252385","0","5.75","8986","3","2",""
"2026-05-01","16:19:06","2666525604","Meshtastic f3a4","63.4089123","10.4310084","63.420751599999996","10.252385","0","6.5","8986","3","3",""
"2026-05-01","16:19:10","2666525604","Meshtastic f3a4","63.4089123","10.4310084","63.420751599999996","10.252385","0","6.75","8986","3","4",""
"2026-05-01","16:19:14","2666525604","Meshtastic f3a4","63.4089123","10.4310084","63.420751599999996","10.252385","0","6.75","8986","3","5",""
"2026-05-01","16:19:16","2666525604","Meshtastic f3a4","63.4089123","10.4310084","63.420751599999996","10.252385","0","6.5","8986","3","6",""
"2026-05-01","16:19:19","2666525604","Meshtastic f3a4","63.4089123","10.4310084","63.420751599999996","10.252385","0","7.25","8986","3","7",""
"2026-05-01","16:19:22","2666525604","Meshtastic f3a4","63.4089123","10.4310084","63.420751599999996","10.252385","0","7.5","8986","3","8",""
"2026-05-01","16:19:30","2666525604","Meshtastic f3a4","63.4089123","10.4310084","63.420751599999996","10.252385","0","6.0","8986","3","9",""
"2026-05-01","16:19:35","2666525604","Meshtastic f3a4","63.4089123","10.4310084","63.420751599999996","10.252385","0","6.25","8986","3","0",""
"2026-05-01","16:19:47","2666525604","Meshtastic f3a4","63.4089123","10.4310084","63.420751599999996","10.252385","0","7.25","8986","3","1abcdefghi","-94"
"2026-05-01","16:20:19","2666525604","Meshtastic f3a4","63.4089123","10.4310084","63.420751599999996","10.252385","0","6.75","8986","3","2abcdefghi","-92"
"2026-05-01","16:20:23","2666525604","Meshtastic f3a4","63.4089123","10.4310084","63.420751599999996","10.252385","0","6.0","8986","3","3abcdefghi","-94"
"2026-05-01","16:20:27","2666525604","Meshtastic f3a4","63.4089123","10.4310084","63.420751599999996","10.252385","0","7.0","8986","3","4abcdefghi","-94"
"2026-05-01","16:20:31","2666525604","Meshtastic f3a4","63.4089123","10.4310084","63.420751599999996","10.252385","0","6.25","8986","3","5abcdefghi","-95"
"2026-05-01","16:20:37","2666525604","Meshtastic f3a4","63.4089123","10.4310084","63.420751599999996","10.252385","0","6.25","8986","3","6abcdefghi","-94"
"2026-05-01","16:20:39","2666525604","Meshtastic f3a4","63.4089123","10.4310084","63.420751599999996","10.252385","0","6.0","8986","3","7abcdefghi","-95"
"2026-05-01","16:20:44","2666525604","Meshtastic f3a4","63.4089123","10.4310084","63.420751599999996","10.252385","0","6.5","8986","3","8abcdefghi","-95"
"2026-05-01","16:20:51","2666525604","Meshtastic f3a4","63.4089123","10.4310084","63.420751599999996","10.252385","0","4.5","8986","3","9abcdefghi","-94"
"2026-05-01","16:21:01","2666525604","Meshtastic f3a4","63.4089123","10.4310084","63.420751599999996","10.252385","0","6.5","8986","3","0abcdefghi",,""
