"date","time","from","sender name","sender lat","sender long","rx lat","rx long","rx elevation","rx snr","distance(m)","hop limit","payload","rssi"
"2026-05-01","16:06:38","363634937","Meshtastic a0f9","63.394835","10.4875866","63.420751599999996","10.252385","0","-12.25","12057","3","1","-109"
"2026-05-01","16:07:57","363634937","Meshtastic a0f9","63.394835","10.4875866","63.420751599999996","10.252385","0","-3.75","12057","3","2","-110"
"2026-05-01","16:08:03","363634937","Meshtastic a0f9","63.394835","10.4875866","63.420751599999996","10.252385","0","-2.25","12057","3","3","-109"
"2026-05-01","16:08:20","363634937","Meshtastic a0f9","63.394835","10.4875866","63.420751599999996","10.252385","0","-3.5","12057","3","4","-108"
"2026-05-01","16:08:41","363634937","Meshtastic a0f9","63.394835","10.4875866","63.420751599999996","10.252385","0","1.25","12057","3","5","-106"
"2026-05-01","16:08:55","363634937","Meshtastic a0f9","63.394835","10.4875866","63.420751599999996","10.252385","0","1.5","12057","3","6","-106"
"2026-05-01","16:09:00","363634937","Meshtastic a0f9","63.394835","10.4875866","63.420751599999996","10.252385","0","1.25","12057","3","7","-106"
"2026-05-01","16:09:04","363634937","Meshtastic a0f9","63.394835","10.4875866","63.420751599999996","10.252385","0","1.25","12057","3","8","-106"
"2026-05-01","16:09:08","363634937","Meshtastic a0f9","63.394835","10.4875866","63.420751599999996","10.252385","0","1.25","12057","3","9","-105"
"2026-05-01","16:09:12","363634937","Meshtastic a0f9","63.394835","10.4875866","63.420751599999996","10.252385","0","-4.75","12057","3","0","-102"
"2026-05-01","16:09:39","363634937","Meshtastic a0f9","63.394835","10.4875866","63.420751599999996","10.252385","0","2.25","12057","3","1abcdefghi","-106"
"2026-05-01","16:09:47","363634937","Meshtastic a0f9","63.394835","10.4875866","63.420751599999996","10.252385","0","-2.75","12057","3","2abcdefghi","-106"
"2026-05-01","16:09:54","363634937","Meshtastic a0f9","63.394835","10.4875866","63.420751599999996","10.252385","0","0.5","12057","3","3abcdefghi","-107"
"2026-05-01","16:09:59","363634937","Meshtastic a0f9","63.394835","10.4875866","63.420751599999996","10.252385","0","1.0","12057","3","4abcdefghi","-106"
"2026-05-01","16:10:04","363634937","Meshtastic a0f9","63.394835","10.4875866","63.420751599999996","10.252385","0","1.0","12057","3","5abcdefghi","-106"
"2026-05-01","16:10:09","363634937","Meshtastic a0f9","63.394835","10.4875866","63.420751599999996","10.252385","0","-0.5","12057","3","6abcdefghi","-105"
"2026-05-01","16:10:22","363634937","Meshtastic a0f9","63.394835","10.4875866","63.420751599999996","10.252385","0","1.25","12057","3","7abcdefghi","-106"
"2026-05-01","16:10:27","363634937","Meshtastic a0f9","63.394835","10.4875866","63.420751599999996","10.252385","0","1.5","12057","3","8abcdefghi","-106"
"2026-05-01","16:10:32","363634937","Meshtastic a0f9","63.394835","10.4875866","63.420751599999996","10.252385","0","1.75","12057","3","9abcdefghi","-105"
"2026-05-01","16:10:38","363634937","Meshtastic a0f9","63.394835","10.4875866","63.420751599999996","10.252385","0","0.5","12057","3","0abcdefghi","-105"
