timestamp,from_id,from_name,text,rssi_dbm,snr_db,hops,latitude,longitude,altitude_m,channel
2026-02-06T14:55:06,1159137750,1159137750,A,-1,6.0,,63.4183652,10.4011595,,
2026-02-06T14:55:09,148667118,148667118,🔔 Alert Bell Character!,-36,6.0,,63.4183799,10.401142,,
