"date","time","from","sender name","sender lat","sender long","rx lat","rx long","rx elevation","rx snr","distance(m)","hop limit","payload"
"2026-05-03","13:13:26","3128105736","wilhelm","","","","","","9.5","","3","<NODEINFO_APP>"
"2026-05-03","13:13:26","3128105736","wilhelm","","","","","","10.75","","3","<TELEMETRY_APP>"
"2026-05-03","13:13:26","1912894170","Meshtastic 72da","63.421982299999996","10.2505021","","","","11.0","","0","<NODEINFO_APP>"
"2026-05-03","13:13:26","2666580616","Meshtastic ca88","","","","","","9.75","","0","<NODEINFO_APP>"
"2026-05-03","13:13:26","1912894170","Meshtastic 72da","63.421982299999996","10.2505021","","","","8.25","","0","<TELEMETRY_APP>"
"2026-05-03","15:56:25","2666525604","Meshtastic f3a4","63.394870899999994","10.4882124","63.397246599999995","10.472629999999999","0","-17.75","820","0","<POSITION_APP>"
"2026-05-03","15:56:41","2666525604","Meshtastic f3a4","63.394870899999994","10.4882124","63.397246599999995","10.472629999999999","0","-17.5","820","0","<TELEMETRY_APP>"
"2026-05-03","15:56:55","2666525604","Meshtastic f3a4","63.394870899999994","10.4882124","63.397246599999995","10.472629999999999","0","-14.25","820","3","Test"
"2026-05-03","15:57:15","2666525604","Meshtastic f3a4","63.4020028","10.4855438","63.397246599999995","10.472629999999999","0","-10.0","833","0","<POSITION_APP>"
"2026-05-03","16:01:06","363634937","Meshtastic a0f9","63.394835","10.4875866","63.397246599999995","10.472629999999999","0","-12.75","792","1","7"
"2026-05-03","16:01:29","363634937","Meshtastic a0f9","63.394835","10.4875866","63.397246599999995","10.472629999999999","0","-15.75","792","3","1"
"2026-05-03","16:01:33","363634937","Meshtastic a0f9","63.394835","10.4875866","63.397246599999995","10.472629999999999","0","-13.0","792","3","4"
"2026-05-03","16:01:35","363634937","Meshtastic a0f9","63.394835","10.4875866","63.397246599999995","10.472629999999999","0","-12.0","792","3","7"
"2026-05-03","16:01:37","363634937","Meshtastic a0f9","63.394835","10.4875866","63.397246599999995","10.472629999999999","0","-17.25","792","3","0"
"2026-05-03","16:01:56","363634937","Meshtastic a0f9","63.394835","10.4875866","63.397246599999995","10.472629999999999","0","-14.25","792","3","1"
"2026-05-03","16:02:07","363634937","Meshtastic a0f9","63.394835","10.4875866","63.397246599999995","10.472629999999999","0","-15.0","792","3","2"
"2026-05-03","16:02:10","363634937","Meshtastic a0f9","63.394835","10.4875866","63.397246599999995","10.472629999999999","0","-17.25","792","2","3"
"2026-05-03","16:02:27","363634937","Meshtastic a0f9","63.394835","10.4875866","63.397246599999995","10.472629999999999","0","-18.25","792","3","3"
"2026-05-03","16:02:58","363634937","Meshtastic a0f9","63.394835","10.4875866","63.397246599999995","10.472629999999999","0","-16.5","792","3","4"
"2026-05-03","16:03:02","363634937","Meshtastic a0f9","63.394835","10.4875866","63.397246599999995","10.472629999999999","0","-15.75","792","3","5"
"2026-05-03","16:03:09","363634937","Meshtastic a0f9","63.394835","10.4875866","63.397246599999995","10.472629999999999","0","-12.75","792","2","6"
"2026-05-03","16:03:22","363634937","Meshtastic a0f9","63.394835","10.4875866","63.397246599999995","10.472629999999999","0","-10.0","792","2","6"
"2026-05-03","16:03:27","363634937","Meshtastic a0f9","63.394835","10.4875866","63.397246599999995","10.472629999999999","0","-15.25","792","3","6"
"2026-05-03","16:03:31","363634937","Meshtastic a0f9","63.394835","10.4875866","63.397246599999995","10.472629999999999","0","-12.75","792","3","7"
"2026-05-03","16:03:34","363634937","Meshtastic a0f9","63.394835","10.4875866","63.397246599999995","10.472629999999999","0","-13.75","792","3","8"
"2026-05-03","16:03:37","363634937","Meshtastic a0f9","63.394835","10.4875866","63.397246599999995","10.472629999999999","0","-13.75","792","3","9"
"2026-05-03","16:04:00","363634937","Meshtastic a0f9","63.394835","10.4875866","63.397246599999995","10.472629999999999","0","-16.5","792","3","0"
