"date","time","from","sender name","sender lat","sender long","rx lat","rx long","rx elevation","rx snr","distance(m)","hop limit","payload","rssi"
"2026-05-03","16:10:55","2666525604","Meshtastic f3a4","63.4019802","10.485628","63.397246599999995","10.472629999999999","0","-7.75","834","3","1","-109"
"2026-05-03","16:10:59","2666525604","Meshtastic f3a4","63.4019802","10.485628","63.397246599999995","10.472629999999999","0","-8.75","834","3","2","-109"
"2026-05-03","16:11:04","2666525604","Meshtastic f3a4","63.4019802","10.485628","63.397246599999995","10.472629999999999","0","-17.25","834","3","3","-110"
"2026-05-03","16:11:07","2666525604","Meshtastic f3a4","63.4019802","10.485628","63.397246599999995","10.472629999999999","0","-10.75","834","3","4","-110"
"2026-05-03","16:11:10","2666525604","Meshtastic f3a4","63.4019802","10.485628","63.397246599999995","10.472629999999999","0","-10.25","834","3","5","-110"
"2026-05-03","16:11:17","2666525604","Meshtastic f3a4","63.4019802","10.485628","63.397246599999995","10.472629999999999","0","-10.25","834","3","6","-110"
"2026-05-03","16:11:23","2666525604","Meshtastic f3a4","63.4019802","10.485628","63.397246599999995","10.472629999999999","0","-11.25","834","3","7","-111"
"2026-05-03","16:11:42","2666525604","Meshtastic f3a4","63.4019802","10.485628","63.397246599999995","10.472629999999999","0","-11.75","834","3","8","-110"
"2026-05-03","16:11:47","2666525604","Meshtastic f3a4","63.4019802","10.485628","63.397246599999995","10.472629999999999","0","-12.25","834","3","9","-109"
"2026-05-03","16:11:51","2666525604","Meshtastic f3a4","63.4019802","10.485628","63.397246599999995","10.472629999999999","0","-14.5","834","3","0","-109"
